@relation train-weka.filters.unsupervised.attribute.NumericToNominal-R52-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute var_0=b numeric
@attribute var_0=a numeric
@attribute var_0=? numeric
@attribute var_1 numeric
@attribute var_2 numeric
@attribute var_3=u numeric
@attribute var_3=y numeric
@attribute var_3=? numeric
@attribute var_3=l numeric
@attribute var_4=g numeric
@attribute var_4=p numeric
@attribute var_4=? numeric
@attribute var_4=gg numeric
@attribute var_5=w numeric
@attribute var_5=q numeric
@attribute var_5=m numeric
@attribute var_5=r numeric
@attribute var_5=cc numeric
@attribute var_5=k numeric
@attribute var_5=c numeric
@attribute var_5=d numeric
@attribute var_5=x numeric
@attribute var_5=i numeric
@attribute var_5=e numeric
@attribute var_5=aa numeric
@attribute var_5=ff numeric
@attribute var_5=j numeric
@attribute var_5=? numeric
@attribute var_6=v numeric
@attribute var_6=h numeric
@attribute var_6=bb numeric
@attribute var_6=ff numeric
@attribute var_6=j numeric
@attribute var_6=z numeric
@attribute var_6=? numeric
@attribute var_6=o numeric
@attribute var_6=dd numeric
@attribute var_6=n numeric
@attribute var_7 numeric
@attribute var_8=t numeric
@attribute var_8=f numeric
@attribute var_9=t numeric
@attribute var_9=f numeric
@attribute var_10 numeric
@attribute var_11=f numeric
@attribute var_11=t numeric
@attribute var_12=g numeric
@attribute var_12=s numeric
@attribute var_12=p numeric
@attribute var_13 numeric
@attribute var_14 numeric
@attribute NewNumeric0 numeric
@attribute NewNumeric1 numeric
@attribute NewNumeric2 numeric
@attribute NewNumeric3 numeric
@attribute NewNumeric4 numeric
@attribute NewNumeric5 numeric
@attribute NewNumeric6 numeric
@attribute NewNumeric7 numeric
@attribute NewNumeric8 numeric
@attribute NewNumeric9 numeric
@attribute NewNumeric10 numeric
@attribute NewNumeric11 numeric
@attribute NewNumeric12 numeric
@attribute NewNumeric13 numeric
@attribute NewNumeric14 numeric
@attribute NewNumeric15 numeric
@attribute NewNumeric16 numeric
@attribute NewNumeric17 numeric
@attribute NewNumeric18 numeric
@attribute NewNumeric19 numeric
@attribute NewNumeric20 numeric
@attribute NewNumeric21 numeric
@attribute NewNumeric22 numeric
@attribute NewNumeric23 numeric
@attribute NewNumeric24 numeric
@attribute NewNumeric25 numeric
@attribute label {0,1}

@data
1,0,0,0.185238,0.019286,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.005789,0,1,1,0,0.014925,1,0,1,0,0,0.136,0.00444,0.509402,0.952061,0.888374,0.818306,0.551818,0.971685,0.487852,0.618317,0.86579,0.356609,0.461204,0.634751,0.121385,0.642848,0.555934,0.39872,0.365521,0.03014,0.541278,0.578369,0.713922,0.139036,0.163626,0.954446,0.14864,0.610797,0
1,0,0,0.111111,0.181607,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.010175,0,1,0,1,0,1,0,1,0,0,0.07,0.00184,0.225529,0.953375,0.915328,0.806973,0.032236,0.641309,0.732887,0.24264,0.786397,0.669885,0.402756,0.93247,0.325048,0.01829,0.564407,0.977175,0.635561,0.927536,0.991805,0.429426,0.362933,0.887493,0.341783,0.540634,0.240065,0.23665,0
0,1,0,0.040952,0.0075,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.004386,0,1,0,1,0,1,0,1,0,0,0.1,0.00001,0.57467,0.459899,0.544382,0.509079,0.985844,0.904799,0.997614,0.601141,0.682501,0.073881,0.347756,0.953583,0.55584,0.736784,0.132846,0.783387,0.271403,0.081551,0.224499,0.704653,0.593392,0.120355,0.105897,0.708415,0.972071,0.967365,0
1,0,0,0.24873,0.044643,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.008772,0,1,1,0,0.029851,0,1,1,0,0,0.2,0.00108,0.283327,0.257973,0.911436,0.45162,0.887003,0.203737,0.560613,0.362798,0.948058,0.743995,0.962583,0.79455,0.845816,0.198987,0.429652,0.831152,0.032802,0.301898,0.311604,0.292218,0.328028,0.164049,0.723432,0.564473,0.871307,0.99005,0
1,0,0,0.43127,0.017857,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.017544,0,1,0,1,0,0,1,1,0,0,0.065,0,0.700866,0.177909,0.48086,0.877834,0.355434,0.9693,0.248882,0.694765,0.948485,0.424775,0.153187,0.445666,0.905173,0.110735,0.193829,0.592903,0.566134,0.861496,0.778045,0.839821,0.476542,0.136975,0.132187,0.486972,0.639684,0.567975,0
1,0,0,0.238095,0.053571,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.052632,1,0,0,1,0,0,1,1,0,0,0,0.00225,0.206818,0.819494,0.619274,0.902914,0.421566,0.357161,0.681671,0.664176,0.553522,0.909453,0.075686,0.848384,0.140418,0.246129,0.468649,0.676141,0.466203,0.628872,0.390657,0.920517,0.690924,0.295743,0.729105,0.879063,0.314297,0.884599,0
1,0,0,0.337302,0.120536,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.290877,0,1,0,1,0,0,1,1,0,0,0,0,0.020571,0.369205,0.123128,0.130677,0.940754,0.785819,0.9318,0.775391,0.325417,0.325731,0.417736,0.622735,0.154324,0.718504,0.198093,0.199071,0.479512,0.34472,0.193154,0.63373,0.72141,0.660457,0.834162,0.090961,0.206123,0.192214,0
1,0,0,0.263175,0.017857,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.002982,0,1,0,1,0,0,1,0,1,0,0.126,0,0.958041,0.369196,0.3595,0.716267,0.403827,0.277172,0.373119,0.105453,0.186043,0.681995,0.854212,0.780568,0.867932,0.165152,0.742318,0.714063,0.163569,0.32622,0.255822,0.257577,0.08682,0.686082,0.463182,0.933505,0.572443,0.051116,0
0,1,0,0.086032,0.020893,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.020526,1,0,0,1,0,0,1,1,0,0,0.08,0,0.904049,0.492203,0.624078,0.98973,0.623758,0.03569,0.992151,0.164865,0.834122,0.735013,0.549448,0.05251,0.649653,0.328683,0.065978,0.975844,0.31584,0.105617,0.679877,0.016315,0.858373,0.166524,0.507421,0.891524,0.856616,0.487208,0
1,0,0,0.15873,0.428571,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.073158,0,1,0,1,0,1,0,0,1,0,0.04,0,0.306812,0.436347,0.843007,0.929641,0.118998,0.004036,0.605633,0.348965,0.597097,0.271514,0.340051,0.434332,0.967057,0.142347,0.045047,0.119502,0.353248,0.965418,0.725358,0.011063,0.354543,0.458565,0.465724,0.646596,0.228069,0.229458,0
1,0,0,0.466984,0.080357,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.026316,1,0,0,1,0,1,0,1,0,0,0.28,0,0.33362,0.703128,0.124516,0.640249,0.788476,0.115628,0.865869,0.896364,0.950479,0.262811,0.752846,0.034769,0.106064,0.603383,0.333322,0.328204,0.415035,0.12002,0.171433,0.903536,0.156383,0.6868,0.504162,0.450428,0.619149,0.099901,0
1,0,0,0.09127,0.010357,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.010175,0,1,0,1,0,1,0,1,0,0,0.14,0.00364,0.326467,0.749842,0.320918,0.701059,0.897168,0.711481,0.915018,0.890039,0.180085,0.730764,0.398438,0.630432,0.333083,0.71803,0.479351,0.274378,0.525497,0.276933,0.963271,0.577388,0.668721,0.296067,0.466009,0.881709,0.418322,0.169571,0
1,0,0,0.435238,0.044643,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.008772,0,1,0,1,0,1,0,1,0,0,0,0.00195,0.375894,0.319159,0.501297,0.751101,0.820949,0.698446,0.221202,0.544248,0.799841,0.24704,0.029084,0.618542,0.552347,0.410338,0.328806,0.21899,0.576205,0.369792,0.034499,0.03171,0.204257,0.128284,0.049931,0.466641,0.016339,0.531265,0
1,0,0,0.117778,0.008929,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.008772,0,1,0,1,0,1,0,1,0,0,0.14,0.00204,0.593805,0.414195,0.51009,0.883745,0.182301,0.862757,0.787377,0.85257,0.460438,0.734085,0.797917,0.434663,0.467647,0.056132,0.167917,0.875083,0.948213,0.535718,0.744114,0.503662,0.376847,0.855335,0.38542,0.957421,0.979197,0.807459,0
0,1,0,0.546349,0.047679,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.011754,0,1,0,1,0,1,0,1,0,0,0,0.0012,0.555588,0.693172,0.937753,0.569836,0.331897,0.696671,0.253003,0.430853,0.423652,0.118846,0.033229,0.365961,0.570226,0.800787,0.93241,0.973238,0.212294,0.57227,0.347274,0.855114,0.219954,0.853503,0.721252,0.920529,0.345538,0.657531,0
1,0,0,0.252698,0.026786,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.001404,0,1,0,1,0,1,0,1,0,0,0.12,0,0.332986,0.055488,0.338133,0.620698,0.873664,0.792303,0.733741,0.891034,0.85554,0.648537,0.315545,0.951816,0.908408,0.877875,0.136243,0.912856,0.829144,0.581083,0.187072,0.690142,0.549565,0.478576,0.605383,0.880187,0.413469,0.18705,0
0,1,0,0.399524,0.059464,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.008772,0,1,0,1,0,1,0,1,0,0,0,0.0039,0.127069,0.948107,0.265169,0.637574,0.511322,0.466732,0.781608,0.410697,0.471785,0.566401,0.376136,0.499773,0.656264,0.113856,0.868632,0.214806,0.071744,0.728682,0.096425,0.360616,0.461878,0.730132,0.36397,0.049745,0.03053,0.923127,0
1,0,0,0.413968,0.017857,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.008772,1,0,0,1,0,1,0,0,1,0,0.144,0,0.201193,0.770563,0.181775,0.975109,0.722431,0.732844,0.953615,0.917505,0.603453,0.885018,0.523637,0.348044,0.48509,0.796132,0.310258,0.49397,0.349712,0.737842,0.723026,0.845686,0.679271,0.780509,0.614599,0.6387,0.358838,0.799142,0
1,0,0,0.134921,0.016429,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.004386,0,1,0,1,0,0,1,1,0,0,0.14,0.00055,0.213362,0.547302,0.919592,0.24407,0.091656,0.963476,0.898041,0.851516,0.835303,0.221371,0.041327,0.334195,0.790617,0.227729,0.164857,0.896497,0.711801,0.088983,0.914528,0.603347,0.558649,0.105905,0.096349,0.584802,0.024364,0.800793,0
1,0,0,0.117778,0.03125,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.008772,0,1,0,1,0,1,0,1,0,0,0.14,0.00204,0.153079,0.381683,0.683593,0.078817,0.89921,0.820412,0.99175,0.181748,0.686141,0.873407,0.512948,0.956882,0.96879,0.987267,0.265656,0.963402,0.909824,0.949543,0.844441,0.549504,0.67012,0.576999,0.029779,0.08412,0.534344,0.740031,0
0,1,0,0.100476,0.044643,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0.537284,0.736728,0.534982,0.349822,0.244652,0.958066,0.667775,0.881739,0.676685,0.339534,0.951597,0.182744,0.332804,0.068733,0.363299,0.522578,0.037925,0.565123,0.531369,0.748822,0.797422,0.942984,0.186549,0.497552,0.560226,0.236447,0
1,0,0,0.088571,0.389821,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.020526,0,1,1,0,0.029851,0,1,1,0,0,0.1,0.00007,0.841556,0.199092,0.424456,0.278077,0.462504,0.15374,0.078628,0.573348,0.780916,0.393428,0.187102,0.008741,0.483251,0.368709,0.839339,0.823936,0.318584,0.509799,0.755291,0.644577,0.251803,0.540303,0.64516,0.636224,0.726118,0.855158,0
1,0,0,0.187778,0.011964,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.122807,0,1,0,1,0,0,1,1,0,0,0.17,0,0.005457,0.485847,0.651754,0.339739,0.367153,0.366915,0.457058,0.455452,0.038224,0.22533,0.365534,0.261889,0.182015,0.111518,0.314177,0.831562,0.134932,0.590569,0.945494,0.419652,0.415687,0.655526,0.02078,0.372211,0.645872,0.449671,0
0,1,0,0.884921,0.214286,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0.314247,0.225334,0.702707,0.284253,0.353636,0.559662,0.912477,0.886842,0.763101,0.411914,0.924182,0.739526,0.12979,0.713183,0.968225,0.502261,0.342537,0.884188,0.386862,0.591436,0.219941,0.916161,0.608502,0.302531,0.23778,0.827004,0
1,0,0,0.280476,0.553571,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.017544,1,0,0,1,0,1,0,1,0,0,0.06,0,0.723362,0.675917,0.758985,0.641844,0.121966,0.205099,0.778781,0.298615,0.714166,0.959691,0.710934,0.465768,0.738113,0.756831,0.898297,0.407288,0.307869,0.921006,0.436634,0.188913,0.72765,0.034988,0.086509,0.396276,0.577071,0.645285,0
1,0,0,0.304286,0.089286,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.061404,0,1,1,0,0.029851,0,1,1,0,0,0.36,0,0.34789,0.497893,0.425968,0.396597,0.7204,0.322628,0.489302,0.194196,0.053372,0.027337,0.343807,0.381102,0.641815,0.424499,0.156827,0.104429,0.981118,0.252878,0.375193,0.845573,0.45774,0.619418,0.044881,0.275844,0.376343,0.991719,0
0,1,0,0.062222,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0.043,0,0.118235,0.937867,0.90911,0.944696,0.292472,0.67479,0.169187,0.344212,0.358313,0.331352,0.670069,0.274975,0.579399,0.157967,0.828988,0.917806,0.724241,0.899424,0.935149,0.137435,0.483662,0.019794,0.884312,0.887624,0.406578,0.907255,0
1,0,0,0.612381,0.049107,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.33193,1,0,0,1,0,0,1,1,0,0,0.1,0.001,0.627293,0.060675,0.657584,0.455106,0.829732,0.774088,0.217303,0.403501,0.155048,0.603898,0.641638,0.814629,0.530407,0.024964,0.792368,0.925087,0.078215,0.573071,0.506988,0.287555,0.526505,0.037555,0.454478,0.685168,0.971179,0.525359,0
1,0,0,0.216984,0.446429,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.008772,0,1,0,1,0,0,1,1,0,0,0.36,0,0.72645,0.726441,0.445647,0.478646,0.983219,0.427546,0.502151,0.839248,0.866164,0.74386,0.821044,0.481302,0.934288,0.282787,0.766305,0.944236,0.304128,0.268382,0.941404,0.498733,0.20979,0.969314,0.952478,0.224287,0.747613,0.7933,0
0,1,0,0.138889,0.392857,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.105263,1,0,0,1,0,0,1,1,0,0,0.134,0,0.120912,0.880026,0.677126,0.303507,0.568937,0.306497,0.963142,0.5486,0.059572,0.690177,0.458126,0.477388,0.109166,0.76095,0.12487,0.628271,0.39928,0.160575,0.833275,0.231999,0.726933,0.915442,0.996713,0.915828,0.631671,0.528342,0
1,0,0,0.255238,0.125,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.005789,0,1,0,1,0,1,0,1,0,0,0.108,0,0.863225,0.933139,0.967518,0.588735,0.453657,0.098892,0.324584,0.912904,0.91934,0.273871,0.909982,0.860572,0.966488,0.745278,0.340727,0.655757,0.540813,0.703087,0.14597,0.552973,0.404514,0.536668,0.740257,0.024817,0.514374,0.92684,0
0,1,0,0.288413,0.111607,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.106667,0,1,1,0,0.029851,0,1,1,0,0,0.1,0.00004,0.431877,0.877439,0.512975,0.195775,0.55553,0.076851,0.869967,0.351431,0.81269,0.861309,0.534485,0.454509,0.994549,0.120834,0.109488,0.702056,0.105162,0.021246,0.123681,0.569893,0.928544,0.769839,0.340414,0.286634,0.438392,0.455654,0
1,0,0,0.43127,0.080357,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.350877,1,0,0,1,0,0,1,1,0,0,0.088,0,0.834804,0.587538,0.517801,0.620995,0.408263,0.804415,0.254488,0.032902,0.209883,0.990861,0.880532,0.407098,0.616851,0.218932,0.329041,0.91204,0.751971,0.860944,0.140833,0.100346,0.380675,0.200671,0.898604,0.439885,0.207073,0.192535,0
1,0,0,0.148095,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.035088,0,1,1,0,0.164179,1,0,0,1,0,0,0,0.611343,0.138791,0.784922,0.764101,0.177489,0.396121,0.760674,0.127165,0.429358,0.198801,0.476214,0.559117,0.167186,0.478479,0.469532,0.005226,0.636858,0.425736,0.589093,0.158282,0.141431,0.388603,0.108409,0.775311,0.033171,0.290548,0
1,0,0,0.146825,0.026786,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.017544,1,0,0,1,0,0,1,0,1,0,0.16,0,0.576963,0.974911,0.13023,0.96912,0.883733,0.408697,0.222444,0.446052,0.273188,0.114223,0.120196,0.256031,0.249995,0.053799,0.151873,0.73091,0.860075,0.8966,0.132272,0.044372,0.233167,0.014352,0.671573,0.459672,0.135056,0.982449,0
1,0,0,0.484127,0.392857,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.052632,1,0,0,1,0,1,0,0,1,0,0,0,0.910241,0.278913,0.355828,0.882108,0.468744,0.563661,0.694812,0.161838,0.522138,0.728598,0.793154,0.607694,0.450143,0.525613,0.280991,0.971178,0.389623,0.51492,0.836597,0.662214,0.762471,0.107254,0.074738,0.917936,0.62518,0.840908,0
1,0,0,0.236825,0.517857,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.004386,0,1,0,1,0,1,0,1,0,0,0,0.00286,0.608527,0.807622,0.293543,0.984882,0.972517,0.031705,0.357855,0.399151,0.050676,0.580755,0.997243,0.963794,0.639888,0.059905,0.070349,0.446695,0.180564,0.076057,0.367847,0.847155,0.886503,0.155737,0.466995,0.216831,0.538982,0.31197,0
